#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_688	1132	0	N	N	1	both	*	688
contig_689	1183	0	N	N	1	both	*	689
contig_696	719060	45	N	N	1	none	*	696,824
contig_697	31016	45	N	N	1	none	*	824,697,-824
contig_700	1822	20	N	N	1	none	*	700
contig_701	9793	20	N	N	1	none	*	701
contig_704	22317	48	N	N	1	none	*	704,705,705,705,705,705,705,705,705,705,705,705,705,706,706,706,706,706,706,706,706,706,706,706,706,707,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,707,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706,706
contig_708	15311	48	N	N	1	both	*	708
contig_709	212287	48	N	N	1	none	*	714,-715,-714,-713,361,362,367,709
contig_710	2585	34	N	N	1	none	*	710
contig_711	492683	46	N	N	1	none	*	-713,711,716,825,719,-825
contig_717	304758	47	N	N	1	none	*	-825,-716,717
contig_718	137785	47	N	N	1	none	*	-719,-825,718
contig_724	388093	44	N	N	1	right	*	724
contig_725	144463	48	N	N	1	left	*	725
contig_730	125719	45	N	N	1	left	*	730
contig_731	60452	84	N	N	1	none	*	731
contig_732	17896	55	N	N	1	none	*	732
contig_738	46554	56	N	N	1	none	*	737,738,-737
contig_769	144655	53	N	N	1	none	*	353,768,769,418,778,-594
contig_770	117416	71	N	N	1	none	*	-631,770
contig_771	242261	45	N	N	1	none	*	771
contig_774	128987	44	N	N	1	right	*	773,394,774
contig_776	64248	44	N	N	1	none	*	409,776,-409
contig_779	483913	8	N	N	1	both	*	779,420,420,420,420,420,420,420,420,420
contig_783	122646	17	N	N	1	none	*	783,439
contig_786	6394	49	Y	N	1	none	*	786
contig_791	1582709	9	N	N	1	left	*	-501,791,520,522
contig_793	110704	13	Y	N	1	none	*	793
contig_796	13184	47	N	N	1	none	*	796
contig_801	8165	85	N	N	1	none	*	801
contig_803	5628	52	N	N	1	both	*	803
contig_804	851525	9	N	N	1	both	*	804,818
contig_807	144998	48	N	N	1	none	*	531,538,-530,-799,529,807
contig_808	98992	52	N	N	1	none	*	808
contig_820	171822	8	Y	N	1	none	*	820
contig_822	6013	80	Y	N	1	none	*	822
contig_823	68034	9	Y	N	1	none	*	823
contig_826	8785	20	Y	N	1	none	*	826
contig_2	504	1	N	Y	1	none	*	2
contig_9	518	10	N	Y	1	none	*	9
contig_10	4348	3	N	Y	1	none	*	10
contig_11	518	45	N	Y	1	none	*	11
contig_13	3211	1	N	Y	1	none	*	13
contig_14	833	6	N	Y	1	none	*	14
contig_33	595	336	N	Y	5	none	*	33
contig_34	596	147	N	Y	2	none	*	34
contig_36	7053	238	N	Y	4	none	*	36
contig_39	12197	124	N	Y	2	none	*	39
contig_40	4558	100	N	Y	2	none	*	40
contig_45	653	47	N	Y	1	none	*	45
contig_46	1307	108	N	Y	2	none	*	46
contig_67	3117	50	N	Y	1	none	*	67
contig_76	1294	1653	N	Y	26	none	*	76
contig_87	615	73	N	Y	1	none	*	87
contig_89	542	201	N	Y	3	none	*	89
contig_92	4651	49	N	Y	1	none	*	92
contig_97	2692	59	N	Y	1	none	*	97
contig_99	529	165	N	Y	3	none	*	99
contig_101	2109	51	N	Y	1	none	*	101
contig_103	524	207	N	Y	3	none	*	103
contig_107	611	1981	N	Y	31	none	*	107
contig_108	579	1641	N	Y	26	none	*	108
contig_109	2134	1063	N	Y	17	none	*	109
contig_110	839	1985	N	Y	32	none	*	110
contig_111	604	919	N	Y	15	none	*	111
contig_112	765	154	N	Y	2	none	*	112
contig_113	4479	61	N	Y	1	none	*	113
contig_116	2972	1	N	Y	1	none	*	116
contig_117	761	62	N	Y	1	none	*	117
contig_126	511	235	N	Y	4	none	*	126
contig_130	2926	78	N	Y	1	none	*	130
contig_131	3966	45	N	Y	1	none	*	131
contig_132	1682	186	N	Y	3	none	*	132
contig_133	2896	66	N	Y	1	none	*	133
contig_134	2126	431	N	Y	7	none	*	134
contig_137	821	133	N	Y	2	none	*	137
contig_139	1963	63	N	Y	1	none	*	139
contig_140	4321	49	N	Y	1	none	*	140
contig_141	511	242	N	Y	4	none	*	141
contig_142	5916	97	N	Y	2	none	*	142
contig_143	3845	75	N	Y	1	none	*	143
contig_144	1238	55	N	Y	1	none	*	144
contig_145	1949	51	N	Y	1	none	*	145
contig_149	2764	419	N	Y	7	none	*	149
contig_151	2051	46	N	Y	1	none	*	151
contig_152	1452	3	N	Y	1	none	*	152
contig_153	3086	1	N	Y	1	none	*	153
contig_155	2816	57	N	Y	1	none	*	155
contig_158	3230	56	N	Y	1	none	*	158
contig_159	2655	43	N	Y	1	none	*	159
contig_160	500	53591	N	Y	851	none	*	160
contig_161	2003	43	N	Y	1	none	*	161
contig_162	4291	39	N	Y	1	none	*	162
contig_163	1970	47	N	Y	1	none	*	163
contig_165	504	46	N	Y	1	none	*	165
contig_166	846	67	N	Y	1	none	*	166
contig_168	778	57	N	Y	1	none	*	168
contig_169	545	236	N	Y	4	none	*	169
contig_171	2173	1	N	Y	1	none	*	171
contig_174	1166	146	N	Y	2	none	*	174
contig_175	1905	68	N	Y	1	none	*	175
contig_176	2108	38	N	Y	1	none	*	176
contig_177	821	54	N	Y	1	none	*	177
contig_178	3914	44	N	Y	1	none	*	178
contig_179	2653	53	N	Y	1	none	*	179
contig_180	808	60	N	Y	1	none	*	180
contig_182	1258	52	N	Y	1	none	*	182
contig_184	12687	92	N	Y	1	none	*	184
contig_193	2149	32	N	Y	1	none	*	193
contig_246	17334	62	N	Y	1	none	*	246
contig_263	692	5	N	Y	1	none	*	263
contig_264	679	1	N	Y	1	none	*	264
contig_265	1432	2	N	Y	1	none	*	265
contig_266	1424	1	N	Y	1	none	*	266
contig_267	1939	1	N	Y	1	none	*	267
contig_268	2821	1	N	Y	1	none	*	268
contig_269	996	3	N	Y	1	none	*	269
contig_270	509	2	N	Y	1	none	*	270
contig_271	510	3	N	Y	1	none	*	271
contig_272	773	6	N	Y	1	none	*	272
contig_273	702	48	N	Y	1	none	*	273
contig_275	847	2	N	Y	1	none	*	275
contig_281	760	161	N	Y	3	none	*	281
contig_290	1020	1	N	Y	1	none	*	290
contig_291	855	367	N	Y	6	none	*	291
contig_292	676	1	N	Y	1	none	*	292
contig_293	588	1	N	Y	1	none	*	293
contig_297	649	11	N	Y	1	none	*	297
contig_298	2153	1	N	Y	1	none	*	298
contig_299	575	1	N	Y	1	none	*	299
contig_301	4941	1	N	Y	1	none	*	301
contig_302	757	112	N	Y	2	none	*	302
contig_311	4718	179	N	Y	3	none	*	311
contig_312	1607	152	N	Y	2	none	*	312
contig_313	711	1567	N	Y	25	none	*	313
contig_314	1614	212	N	Y	3	right	*	314
contig_317	7412	16	Y	Y	1	none	2	317
contig_319	1424	6	N	Y	1	none	*	319
contig_322	2243	42	N	Y	1	both	30	322
contig_323	2239	35	N	Y	1	both	30	323
contig_324	38852	87	N	Y	1	none	*	324
contig_334	43599	89	N	Y	1	none	*	334
contig_338	4629	13	Y	Y	1	none	4	338
contig_341	5106	118	Y	Y	2	none	*	341
contig_345	57264	60	N	Y	1	none	*	345
contig_354	966	165	N	Y	3	none	*	354
contig_355	3167	148	N	Y	2	none	*	355
contig_357	2384	130	N	Y	2	none	*	357
contig_359	983	936	N	Y	15	none	*	359
contig_363	4650	381	N	Y	6	none	*	363
contig_369	3041	18	N	Y	1	both	32	369
contig_370	2768	25	N	Y	1	both	32	370
contig_372	583	582	N	Y	9	none	*	372
contig_384	585	183	N	Y	3	none	*	384
contig_389	13966	321	N	Y	5	none	*	389
contig_390	555	91	N	Y	1	none	*	390
contig_398	513	1934	N	Y	31	none	*	398
contig_399	512	1472	N	Y	23	none	*	399
contig_400	529	1851	N	Y	29	none	*	400
contig_401	839	1	N	Y	1	none	*	401
contig_402	764	1951	N	Y	31	none	*	402
contig_403	685	1937	N	Y	31	none	*	403
contig_404	3188	2005	N	Y	32	none	*	404
contig_415	7200	133	Y	Y	2	none	*	415
contig_417	21377	81	N	Y	1	none	*	417
contig_425	550	224	N	Y	4	both	34	425
contig_426	1064	97	N	Y	2	both	34	426
contig_427	4574	320	N	Y	5	none	*	427
contig_430	19522	143	N	Y	2	none	*	430
contig_433	674	242	N	Y	4	none	*	433
contig_438	2351	166	Y	Y	3	none	*	438
contig_439	15293	7	N	Y	1	none	*	439
contig_441	6752	43	N	Y	1	none	*	441
contig_442	1469	14	N	Y	1	both	36	442
contig_443	1680	26	N	Y	1	both	36	443
contig_448	7422	115	Y	Y	2	none	*	448
contig_449	979	1	N	Y	1	both	38	449
contig_450	1028	57	N	Y	1	both	38	450
contig_451	2863	1	N	Y	1	both	40	451
contig_452	2881	55	N	Y	1	both	40	452
contig_462	17989	12	N	Y	1	both	42	462
contig_463	14745	0	N	Y	1	both	42	463
contig_465	2172	0	N	Y	1	both	44	465
contig_466	39387	44	N	Y	1	both	44	466
contig_474	511	1946	N	Y	31	none	*	474
contig_475	740	1990	N	Y	32	none	*	475
contig_476	534	1648	N	Y	26	none	*	476
contig_477	534	1953	N	Y	31	none	*	477
contig_478	534	3510	N	Y	56	none	*	478
contig_479	535	1858	N	Y	29	none	*	479
contig_480	690	1921	N	Y	30	none	*	480
contig_490	12163	85	N	Y	1	none	*	490
contig_502	8171	5	N	Y	1	right	*	502
contig_503	572	1856	N	Y	29	none	*	503
contig_504	605	1999	N	Y	32	none	*	504
contig_505	5517	1918	N	Y	30	none	*	505
contig_506	500	3878	N	Y	62	none	*	506
contig_507	704	10	N	Y	1	none	*	507
contig_508	1282	1882	N	Y	30	none	*	508
contig_525	3301	4	N	Y	1	none	*	525
contig_535	23795	131	N	Y	2	none	*	535
contig_544	38003	6	N	Y	1	both	46	544
contig_561	38599	43	Y	Y	1	none	6	561
contig_565	4189	26	N	Y	1	both	48	565
contig_566	8627	26	N	Y	1	both	48	566
contig_578	3447	122	N	Y	2	none	*	578
contig_581	3699	103	N	Y	2	none	*	581
contig_589	5313	55	Y	Y	1	none	8	589
contig_590	17913	90	N	Y	1	none	*	590
contig_592	2397	46	N	Y	1	both	50	592
contig_593	601	54	N	Y	1	both	50	593
contig_594	5487	92	N	Y	1	none	*	594
contig_595	22944	48	N	Y	1	both	52	595
contig_596	1710	43	N	Y	1	both	52	596
contig_597	6605	44	Y	Y	1	none	10	597
contig_602	2243	1	N	Y	1	both	54	602
contig_603	2404	5	N	Y	1	both	54	603
contig_605	24443	86	N	Y	1	none	*	605
contig_616	2972	1	N	Y	1	both	56	616
contig_617	3004	10	N	Y	1	both	56	617
contig_621	21395	91	N	Y	1	none	*	621
contig_624	12003	46	Y	Y	1	none	12	624
contig_627	11319	45	N	Y	1	both	58	627
contig_628	10788	32	N	Y	1	both	58	628
contig_630	7214	38	Y	Y	1	none	14	630
contig_631	38171	83	N	Y	1	none	*	631
contig_632	6312	41	Y	Y	1	none	16	632
contig_634	6639	29	Y	Y	1	none	18	634
contig_639	6768	42	Y	Y	1	none	20	639
contig_648	5327	19	Y	Y	1	none	22	648
contig_651	12779	89	N	Y	1	none	*	651
contig_652	4076	53	Y	Y	1	none	24	652
contig_655	24458	82	N	Y	1	none	*	655
contig_656	2263	41	N	Y	1	none	*	656
contig_663	3964	0	N	Y	1	both	60	663
contig_664	5229	47	N	Y	1	both	60	664
contig_665	5740	119	Y	Y	2	none	*	665
contig_667	8617	77	N	Y	1	none	*	667
contig_671	1982	286	N	Y	5	none	*	671
contig_673	7771	93	Y	Y	1	none	*	673
contig_677	55531	90	N	Y	1	none	*	677
contig_679	6906	51	N	Y	1	both	62	679
contig_682	39307	92	N	Y	1	none	*	682
contig_691	3018	194	N	Y	3	none	*	691
contig_692	563	205	N	Y	3	none	*	692
contig_693	4404	117	Y	Y	2	none	*	693
contig_712	7795	53	N	Y	1	none	*	712
contig_720	4400	115	Y	Y	2	none	*	720
contig_722	19499	7	N	Y	1	none	*	722
contig_723	4872	113	Y	Y	2	none	*	723
contig_733	46213	42	N	Y	1	both	64	733
contig_734	21273	43	N	Y	1	both	64	734
contig_735	1772	41	N	Y	1	both	66	735
contig_736	783	53	N	Y	1	both	66	736
contig_737	41001	95	N	Y	2	none	*	737
contig_739	32403	41	N	Y	1	none	*	739
contig_754	29044	87	N	Y	1	none	*	754
contig_755	2049	1733	N	Y	28	none	*	755
contig_756	4933	49	N	Y	1	none	*	756
contig_757	6487	88	N	Y	1	none	*	757
contig_761	18461	130	N	Y	2	none	*	761
contig_762	36900	142	N	Y	2	none	*	762
contig_763	4188	308	N	Y	5	none	*	763
contig_772	4133	305	Y	Y	5	none	26	772
contig_773	39503	44	N	Y	1	none	*	773
contig_775	9222	1895	N	Y	30	none	*	775
contig_782	17048	137	N	Y	2	none	*	782
contig_784	36920	89	N	Y	1	none	*	784
contig_788	31885	107	N	Y	2	none	*	788
contig_789	4476	1939	N	Y	31	none	*	789
contig_790	46248	85	N	Y	1	none	*	790
contig_792	4553	1908	N	Y	30	none	*	792
contig_794	32421	5	N	Y	1	left	*	794
contig_795	7375	128	N	Y	2	none	*	795
contig_798	21014	188	N	Y	3	none	*	798
contig_802	2294	83	Y	Y	1	none	28	802
contig_805	26252	78	N	Y	1	none	*	805
contig_806	38416	5	N	Y	1	both	46	806
contig_809	20564	132	Y	Y	2	none	*	809
contig_812	26795	94	N	Y	1	none	*	812
contig_816	27453	100	N	Y	2	none	*	816
contig_817	38124	89	N	Y	1	none	*	817
contig_819	30933	134	N	Y	2	none	*	819
contig_821	24647	42	N	Y	1	both	62	821
contig_824	28319	81	N	Y	1	none	*	824
